newspaper,sentence_id,parse_type,feature_id,feature_name,mnemonic,canonical_value,headline_value,canonical_context,headline_context,added_punctuation,position,context,before,after,deleted_punctuation
The-Hindu,1061,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,compound,nmod:unmarked,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,12,6,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,constituency,CONST-REM,Constituent Removal,CONST-REM,VP-REM,ABSENT,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,verbal,verbless,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,18,18,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,19,19,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,17,17,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,both,H-TYPE,Headline Type,H-TYPE,,fragment,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,7,6,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,23,13,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,2.73,2.00,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1061,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,2.00,1.71,A camp on the housing subsidy scheme is being held today.,Camp on housing subsidy scheme today,,,,,,
The-Hindu,1062,dependency,FW-DEL,Function Word Deletion,FW-DEL,ART-DEL,ABSENT,A CME on psychiatry has been conducted.,CME on psychiatry,,,,,,
The-Hindu,1062,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,A CME on psychiatry has been conducted.,CME on psychiatry,,,,,,
The-Hindu,1062,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,A CME on psychiatry has been conducted.,CME on psychiatry,,,,,,
The-Hindu,1062,dependency,C-DEL,Content Word Deletion,C-DEL,VERB-DEL,ABSENT,A CME on psychiatry has been conducted.,CME on psychiatry,,,,,,
The-Hindu,1062,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,det,root,A CME on psychiatry has been conducted.,CME on psychiatry,,,,,,
The-Hindu,1062,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,nsubj:pass,case,A CME on psychiatry has been conducted.,CME on psychiatry,,,,,,
The-Hindu,1062,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,case,nmod,A CME on psychiatry has been conducted.,CME on psychiatry,,,,,,
The-Hindu,1062,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,8,3,A CME on psychiatry has been conducted.,CME on psychiatry,,,,,,
The-Hindu,1062,constituency,CONST-REM,Constituent Removal,CONST-REM,VP-REM,ABSENT,A CME on psychiatry has been conducted.,CME on psychiatry,,,,,,
The-Hindu,1062,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A CME on psychiatry has been conducted.,CME on psychiatry,,,,,,
The-Hindu,1062,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A CME on psychiatry has been conducted.,CME on psychiatry,,,,,,
The-Hindu,1062,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A CME on psychiatry has been conducted.,CME on psychiatry,,,,,,
The-Hindu,1062,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A CME on psychiatry has been conducted.,CME on psychiatry,,,,,,
The-Hindu,1062,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A CME on psychiatry has been conducted.,CME on psychiatry,,,,,,
The-Hindu,1062,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,verbal,verbless,A CME on psychiatry has been conducted.,CME on psychiatry,,,,,,
The-Hindu,1062,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,A CME on psychiatry has been conducted.,CME on psychiatry,,,,,,
The-Hindu,1062,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,14,14,A CME on psychiatry has been conducted.,CME on psychiatry,,,,,,
The-Hindu,1062,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,17,17,A CME on psychiatry has been conducted.,CME on psychiatry,,,,,,
The-Hindu,1062,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,14,14,A CME on psychiatry has been conducted.,CME on psychiatry,,,,,,
The-Hindu,1062,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,A CME on psychiatry has been conducted.,CME on psychiatry,,,,,,
The-Hindu,1062,both,H-TYPE,Headline Type,H-TYPE,,fragment,A CME on psychiatry has been conducted.,CME on psychiatry,,,,,,
The-Hindu,1062,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,6,5,A CME on psychiatry has been conducted.,CME on psychiatry,,,,,,
The-Hindu,1062,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,17,8,A CME on psychiatry has been conducted.,CME on psychiatry,,,,,,
The-Hindu,1062,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,1.86,1.50,A CME on psychiatry has been conducted.,CME on psychiatry,,,,,,
The-Hindu,1062,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,1.78,1.40,A CME on psychiatry has been conducted.,CME on psychiatry,,,,,,
The-Hindu,1063,dependency,FW-DEL,Function Word Deletion,FW-DEL,ART-DEL,ABSENT,There is a mass hunger strike against corruption.,Mass hunger strike against corruption,,,,,,
The-Hindu,1063,dependency,FW-DEL,Function Word Deletion,FW-DEL,PRON-PERS-DEL,ABSENT,There is a mass hunger strike against corruption.,Mass hunger strike against corruption,,,,,,
The-Hindu,1063,dependency,C-DEL,Content Word Deletion,C-DEL,VERB-DEL,ABSENT,There is a mass hunger strike against corruption.,Mass hunger strike against corruption,,,,,,
The-Hindu,1063,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,expl,amod,There is a mass hunger strike against corruption.,Mass hunger strike against corruption,,,,,,
The-Hindu,1063,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,root,compound,There is a mass hunger strike against corruption.,Mass hunger strike against corruption,,,,,,
The-Hindu,1063,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,det,root,There is a mass hunger strike against corruption.,Mass hunger strike against corruption,,,,,,
The-Hindu,1063,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,amod,case,There is a mass hunger strike against corruption.,Mass hunger strike against corruption,,,,,,
The-Hindu,1063,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,compound,nmod,There is a mass hunger strike against corruption.,Mass hunger strike against corruption,,,,,,
The-Hindu,1063,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,9,5,There is a mass hunger strike against corruption.,Mass hunger strike against corruption,,,,,,
The-Hindu,1063,constituency,CONST-REM,Constituent Removal,CONST-REM,VP-REM,ABSENT,There is a mass hunger strike against corruption.,Mass hunger strike against corruption,,,,,,
The-Hindu,1063,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,There is a mass hunger strike against corruption.,Mass hunger strike against corruption,,,,,,
The-Hindu,1063,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,There is a mass hunger strike against corruption.,Mass hunger strike against corruption,,,,,,
The-Hindu,1063,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,There is a mass hunger strike against corruption.,Mass hunger strike against corruption,,,,,,
The-Hindu,1063,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,There is a mass hunger strike against corruption.,Mass hunger strike against corruption,,,,,,
The-Hindu,1063,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,There is a mass hunger strike against corruption.,Mass hunger strike against corruption,,,,,,
The-Hindu,1063,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,There is a mass hunger strike against corruption.,Mass hunger strike against corruption,,,,,,
The-Hindu,1063,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,verbal,verbless,There is a mass hunger strike against corruption.,Mass hunger strike against corruption,,,,,,
The-Hindu,1063,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,There is a mass hunger strike against corruption.,Mass hunger strike against corruption,,,,,,
The-Hindu,1063,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,12,12,There is a mass hunger strike against corruption.,Mass hunger strike against corruption,,,,,,
The-Hindu,1063,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,15,15,There is a mass hunger strike against corruption.,Mass hunger strike against corruption,,,,,,
The-Hindu,1063,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,12,12,There is a mass hunger strike against corruption.,Mass hunger strike against corruption,,,,,,
The-Hindu,1063,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,There is a mass hunger strike against corruption.,Mass hunger strike against corruption,,,,,,
The-Hindu,1063,both,H-TYPE,Headline Type,H-TYPE,,fragment,There is a mass hunger strike against corruption.,Mass hunger strike against corruption,,,,,,
The-Hindu,1063,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,7,5,There is a mass hunger strike against corruption.,Mass hunger strike against corruption,,,,,,
The-Hindu,1063,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,17,10,There is a mass hunger strike against corruption.,Mass hunger strike against corruption,,,,,,
The-Hindu,1063,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,2.62,1.50,There is a mass hunger strike against corruption.,Mass hunger strike against corruption,,,,,,
The-Hindu,1063,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,2.00,1.80,There is a mass hunger strike against corruption.,Mass hunger strike against corruption,,,,,,
The-Hindu,1064,dependency,FW-DEL,Function Word Deletion,FW-DEL,ART-DEL,ABSENT,A meet on new feminism was organised.,Meet on new feminism,,,,,,
The-Hindu,1064,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,A meet on new feminism was organised.,Meet on new feminism,,,,,,
The-Hindu,1064,dependency,C-DEL,Content Word Deletion,C-DEL,VERB-DEL,ABSENT,A meet on new feminism was organised.,Meet on new feminism,,,,,,
The-Hindu,1064,dependency,POS-CHG,Part of Speech Change,POS-CHG,NOUN,VERB,A meet on new feminism was organised.,Meet on new feminism,,,,,,
The-Hindu,1064,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,det,root,A meet on new feminism was organised.,Meet on new feminism,,,,,,
The-Hindu,1064,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,nsubj:pass,case,A meet on new feminism was organised.,Meet on new feminism,,,,,,
The-Hindu,1064,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,case,amod,A meet on new feminism was organised.,Meet on new feminism,,,,,,
The-Hindu,1064,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,amod,obl,A meet on new feminism was organised.,Meet on new feminism,,,,,,
The-Hindu,1064,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,8,4,A meet on new feminism was organised.,Meet on new feminism,,,,,,
The-Hindu,1064,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A meet on new feminism was organised.,Meet on new feminism,,,,,,
The-Hindu,1064,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A meet on new feminism was organised.,Meet on new feminism,,,,,,
The-Hindu,1064,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A meet on new feminism was organised.,Meet on new feminism,,,,,,
The-Hindu,1064,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A meet on new feminism was organised.,Meet on new feminism,,,,,,
The-Hindu,1064,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,A meet on new feminism was organised.,Meet on new feminism,,,,,,
The-Hindu,1064,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Part,Fin,A meet on new feminism was organised.,Meet on new feminism,,,,,,
The-Hindu,1064,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,A meet on new feminism was organised.,Meet on new feminism,,,,,,
The-Hindu,1064,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,13,13,A meet on new feminism was organised.,Meet on new feminism,,,,,,
The-Hindu,1064,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,12,12,A meet on new feminism was organised.,Meet on new feminism,,,,,,
The-Hindu,1064,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,14,14,A meet on new feminism was organised.,Meet on new feminism,,,,,,
The-Hindu,1064,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,A meet on new feminism was organised.,Meet on new feminism,,,,,,
The-Hindu,1064,both,H-TYPE,Headline Type,H-TYPE,,non-fragment,A meet on new feminism was organised.,Meet on new feminism,,,,,,
The-Hindu,1064,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,6,6,A meet on new feminism was organised.,Meet on new feminism,,,,,,
The-Hindu,1064,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,16,9,A meet on new feminism was organised.,Meet on new feminism,,,,,,
The-Hindu,1064,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,2.00,2.00,A meet on new feminism was organised.,Meet on new feminism,,,,,,
The-Hindu,1064,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,1.88,1.60,A meet on new feminism was organised.,Meet on new feminism,,,,,,
The-Hindu,1065,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,malappuram,malappuram,,,,,,
The-Hindu,1065,both,H-TYPE,Headline Type,H-TYPE,,fragment,malappuram,malappuram,,,,,,
The-Hindu,1065,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,3,3,malappuram,malappuram,,,,,,
The-Hindu,1065,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,3,3,malappuram,malappuram,,,,,,
The-Hindu,1065,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,0.00,0.00,malappuram,malappuram,,,,,,
The-Hindu,1065,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,1.00,1.00,malappuram,malappuram,,,,,,
The-Hindu,1066,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,Student heroes have fielded questions.,Student heroes field questions,,,,,,
The-Hindu,1066,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,aux,root,Student heroes have fielded questions.,Student heroes field questions,,,,,,
The-Hindu,1066,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,root,obj,Student heroes have fielded questions.,Student heroes field questions,,,,,,
The-Hindu,1066,dependency,HEAD-CHG,Dependency Head Change,HEAD-CHG,4,3,Student heroes have fielded questions.,Student heroes field questions,,,,,,
The-Hindu,1066,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,6,4,Student heroes have fielded questions.,Student heroes field questions,,,,,,
The-Hindu,1066,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Student heroes have fielded questions.,Student heroes field questions,,,,,,
The-Hindu,1066,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,Student heroes have fielded questions.,Student heroes field questions,,,,,,
